Gene1,Gene2,Label
KRT14,LAMB3,1
BRS3,NR0B1,0
BTF3,NFE2L3,1
LSP1,SERPINB5,1
FGFR3,CCL2,1
DLC1,CUX2,0
IL15,INHBA,1
LHPP,CDK7,0
INHBA,EI24,1
SKP2,DHX16,1
MERTK,NUDT3,1
NDP,CBFA2T3,1
IKBIP,CD70,1
TWF2,CNTLN,0
SYT11,KIF24,0
KCNN3,SYT1,1
KITLG,MKI67,1
INPP5A,ARF6,0
PTPN21,RICTOR,0
GRHL3,SIK2,0
IL17A,OPRK1,1
OR10Q1,LIN7C,0
FRS3,FIBP,1
NPW,SIGLEC9,0
AIPL1,GUCA1C,1
GRB14,HUS1,0
SAXO1,CAMK2N1,0
HOXC6,POU4F1,1
WDR60,EVI5L,0
HTR1E,HTR7,1
MYOD1,MED27,1
IGF1,TNFRSF11B,1
NINJ2,DOC2A,1
CDH12,ATAD3B,0
VIM,SNAPC5,0
KRT83,NDUFB4,0
DRP2,CELSR1,1
HLA-G,CD5L,1
KCNH2,EXOC7,0
ABCA5,OAZ1,0
CXCR3,CLEC2D,1
POLR2C,NFE2L3,1
PROC,IQGAP2,0
SLC26A4,SLCO3A1,0
SEMA3C,CMKLR1,1
FAM175B,SLC22A11,0
NIPA1,OR11H2,0
TYRO3,SSPN,1
USH2A,DHRS3,1
ZNF346,DUSP22,1
PPCDC,ADCYAP1R1,0
CTSG,IRF8,1
SPIB,TCEB1,1
RARB,MSL3,0
BAG1,RNF7,1
PYHIN1,SKI,0
APOC3,OTOA,0
FCGR3A,IL15,1
BCAP29,DRD4,0
IK,CXCL10,1
IL10RB,IL27RA,1
FSHR,ADAM18,1
TTC7B,SRSF1,0
OPTN,TMEM9B,0
MBL2,TNRC6B,0
LPAR4,CCL3,1
BCAS2,HIPK1,0
NOS1,OR4C6,0
CHRM2,CALCA,1
MARK1,ZAK,1
BCCIP,TSEN15,0
ALDH1A1,LYPD6B,0
TSC22D1,FUBP1,1
CCR3,ANXA1,1
DRD1,GLRA1,1
SFTPB,MRPL54,0
FGF13,NDP,1
SPCS1,C9orf3,1
EPO,KCNH2,0
SLC48A1,TCF25,0
KRT28,FUS,0
OR5P3,OR11G2,0
SLC5A2,RHOBTB3,0
SFTPD,SCARF1,1
CTNND2,ACTN2,1
HMGA1,KDM5A,1
GPR17,LPAR4,1
DRD2,DOC2A,1
INSL3,LRP1,0
RNASE7,ARPC4,0
SLC2A9,DCX,0
CLEC12A,LIN7C,0
HTR1B,CACNA1B,1
OR13J1,TAS2R8,0
GNLY,TRAT1,1
KIR2DS2,CSGALNACT1,0
MAP2K1,C5,1
SDK1,MPZ,0
RPS4X,BST1,1
DSC2,ZYX,1
CDK7,CDK5R2,1
SFTA3,ZAK,0
ABCA3,XK,1
CENPW,IL36RN,0
LTB4R,GTPBP1,1
SMARCE1,MED26,1
CDK9,ZMYND11,1
HOXA9,ADAMTS9,1
MAP4K2,TNFRSF14,1
ATRX,PSEN1,1
LPIN3,EIF4EBP2,0
IL4,LSP1,1
CERS3,AK3,0
GPR37,VIP,1
NPY1R,CCT8,0
RAPGEF3,LMO1,1
CRLS1,ATP6V1G3,0
HOXD13,ASH1L,1
DBP,MED26,1
AKR1B15,CDC42EP2,0
PTGER3,LOC105375355,0
SHOX,SNAPC2,1
SCT,CSE1L,0
ATP2A2,AWAT2,0
COL17A1,TMEM8B,1
UBE2E3,BSG,0
CHRNA5,GAD2,1
FABP4,TRPM4,0
GNA13,PIK3C2A,0
PRDM4,SKA3,0
SPDEF,TCP11,1
GBP2,CCL23,1
NRG1,PPM1B,0
SCX,RRS1,0
CA13,UBR4,0
WASF3,SH3BGR,1
TSPAN32,FGFBP1,1
ABHD16A,CPOX,0
COL5A1,GPR17,0
MAP4K5,TP53TG1,1
CNGB1,GNAT1,1
ODF2,PIM2,0
GNLY,BAD,0
LPAR3,CXCR3,1
OR4D11,CDKL5,0
OR5D13,BPNT1,0
NPY,PRKD1,1
GNL3,NXF1,0
DLG2,MSRA,0
LIPA,IGF2BP3,0
DHX8,HNRNPC,1
JUND,KIF26A,0
CTSB,PLAT,1
MIR107,FRS3,0
RPS6KA4,STK17A,1
INHBA,TGFB2,1
UROC1,PIP5K1A,0
KRTAP19-1,TSSK2,0
MRPL34,EID2B,0
CPQ,CTSB,1
RAMP3,DNM1,1
KIF15,EVI5,1
HAMP,RBPJL,0
CRIM1,CACNA1A,1
ELF5,MAF,1
ADARB1,CACNA1I,0
TRIM13,S1PR3,1
KPNA3,OR8U8,0
ETV1,POLR2J,1
PDCD1,FXR1,1
CDHR2,PCDHA11,1
PPP1R15A,PPP1R7,0
MIR221,UHRF1,0
TEN1,NCLN,0
ING1,TNFRSF8,1
SIVA1,PPP1R13B,1
KHDRBS1,SRSF11,1
EGF,IL15,1
ABL1,MCTS1,1
AMOT,AGGF1,1
KRT28,SDHAF4,0
IGLV2-11,DDX3X,0
CXCR1,PDC,1
CYB5R3,OLR1,1
CCL26,PCDH1,1
APOA4,NFE2,1
CYB5A,LUC7L3,0
ENC1,CDK13,1
CCR3,ITGB1BP1,1
RER1,AP2A1,0
SPAG11B,MORC1,1
DEFA3,APC,0
CCL27,C5AR1,1
IRX1,OR9A2,0
HTATIP2,IGF1R,1
MED8,SMCR8,0
FLOT1,CACNA1B,0
SEMA4F,IK,0
NXF1,CNOT2,0
GPBAR1,NDUFS8,0
SNX2,COX17,0
TIGIT,DEFA3,0
ERCC1,MTCH1,0
BTF3,RAET1L,0
FAM98A,SLC31A2,0
EFNB2,TLE2,0
MBP,SEMA3C,0
IL4,CXCR4,1
MMP12,C9orf3,1
FCHO2,ITGB5,0
IMP3,CTSE,0
KRTAP20-1,CAMKK2,0
ALG3,CORIN,0
CLK1,TOMM22,0
FAM73A,CXXC5,0
BCL3,TP53,1
CRB1,IFNA2,1
GAA,VASN,0
PEF1,IARS,0
HAUS6,EMP3,0
RIMKLB,ACOT8,0
ADAP1,IFNGR2,1
FGF4,CCL5,1
ADORA1,VEGFA,1
PCSK6,VIPR2,1
SHOX,FUBP1,1
ITPR2,IL13RA1,0
ADAMTSL1,ARL4C,0
ERCC8,NCAPG,0
LSM1,KHSRP,1
CEBPB,IFNA6,0
JUN,MCM6,0
C3AR1,GPR52,1
OR1J2,FOXC2,0
CSF1R,APPL1,1
TGIF2,VKORC1L1,0
RAF1,CDC27,1
ECD,TRIM24,1
HSF1,NFKBIE,0
SLC6A15,GAK,0
OPN3,NPY4R,1
UBE2V1,ZNF146,1
F9,EXOSC5,0
USP39,TP53RK,0
NSL1,MCTS1,0
EFNB3,EP300,1
AREG,SIRPG,1
BMP2,FGF18,1
CD96,VCAN,1
PITPNM2,ASB6,0
TMIGD2,SLC6A14,0
ITGA9,KIF11,0
CDC40,SRSF7,1
HIBCH,TMEM123,0
TMEM219,EOMES,0
RCC1,PFKP,0
DCUN1D3,KCNH2,0
EID1,MRPS18B,0
TRAT1,FCMR,1
CCL2,EPB41L2,0
CDH17,CDHR2,1
NR2E3,ETV1,1
RHOG,CCKBR,1
CCDC113,GPHA2,0
AKT1,C5,1
GYLTL1B,FBXO6,0
MNAT1,PCNA,1
UNC5D,CAD,0
RXFP1,CSN3,0
MIR520C,GABRA4,0
SPEN,TMPRSS11E,0
AADAC,TOMM6,0
CTBP1,CXCL8,1
POU6F2,KDM5A,1
CXCR3,THG1L,0
KRT19,BMPER,0
IKBKG,STK17A,1
CDKN1A,RPRM,1
NOTCH2,FGFBP1,1
PRKG2,RPS6KB2,1
AKT1,FFAR1,1
HDLBP,ALOX15B,0
EPS8L2,CTSS,0
LECT2,MAP2K1,1
TRAIP,TRADD,1
PATZ1,NR2C2,1
JSRP1,ACOT11,0
FRK,SSTR3,1
ALOX12B,KRT16,1
THBS2,TBC1D16,0
BRD7,TARBP1,1
FBXL8,HTT,0
SMG6,TTLL10,0
CDK7,GTF2E1,1
LALBA,PLAGL1,1
DCTN2,LRP1,1
NR5A1,PCSK2,1
DNAJC4,HSPA14,0
ZNF35,LIMD1,1
RNF217,KIFC1,0
MID1,REG3G,0
YAF2,CHRNA9,0
NOCT,GRID2,0
HOXD13,MYEF2,1
KCNIP3,BLZF1,1
OR8B2,MCL1,0
GJC1,BBS4,0
SCRG1,NRGN,1
GSTK1,SULF1,0
EID1,MICU1,0
DNPH1,MYO9A,0
METTL23,NME3,0
FANCA,CAPZA1,1
PRDM1,ZNF177,1
RUNX2,TIMELESS,1
ADSS,SUGP1,0
DNM1L,HTR2A,0
ATP8A2,DRAP1,0
OPN1MW2,ARL4C,0
TSPYL2,CDA,1
ABCA12,NPY4R,0
SOX21,SREBF2,1
SELL,SELP,1
PTPRF,CHST14,0
DRD3,RPS11,0
NPRL2,DYNLT1,0
CCL27,SSTR1,1
LIG3,PTTG1,1
TPRA1,RNF6,0
FAAP20,ETHE1,0
TMOD4,KCNE2,1
TCIRG1,SERTAD1,1
CSPG5,MSI1,1
GUCA1B,IL1B,1
CRTC1,HPSE,0
CHRM4,BUB1B,1
GADD45B,PTPN6,1
OR6B3,PKLR,0
CD160,FTH1,1
ABHD12,DHDH,0
IFNA16,GDPD1,0
NHEJ1,ATP23,1
PRKAR2B,PAG1,1
RNLS,OARD1,0
GRIN2B,ATXN3,1
UBE3A,ADAMTS4,1
RRM2,SIRPA,0
MNAT1,EVI5,1
TCERG1,NFIL3,1
SAG,CD2,1
TYSND1,ARF6,0
WIPI2,ITPKA,0
OGN,LIN28B,0
NR3C1,ABT1,1
F2R,HOXA9,1
CCL26,PTHLH,1
KCNU1,SNIP1,0
RYBP,ARHGDIB,1
EFNB1,NME2,1
E2F1,PTPN6,1
DLG4,KCNN1,1
CDK8,UBE2V2,1
FLT3LG,IL12RB2,1
USP25,PGC,1
SLC25A38,COG4,0
APOBEC3D,CCR5,0
ATP2A2,BTD,1
BRD7,TFCP2L1,1
HTR1E,ANXA7,0
CAMKK2,NRP1,0
NDFIP2,SLC44A2,1
CCL3L3,MIR20A,0
OR51A4,MIR29C,0
NDP,PDE6G,1
SPC24,PITX1,0
APBA1,ZYX,1
CRYZ,RPE65,1
CELF2,SVIL,0
DEFB4A,GEM,1
ZHX1,NR0B1,1
ID4,TCF4,1
TNNI1,PARP1,0
S1PR3,NAP1L1,1
KLRB1,IFITM1,1
BPNT1,CRIM1,1
ITGB3BP,CNTN6,1
ISL2,ZMPSTE24,0
S100A9,TRH,1
NTSR1,FFAR1,0
COG5,POLR3D,0
RRH,TBXA2R,1
COCH,NOP56,0
PAFAH2,GSTM1,0
MMP2,CASP3,1
CCL4,VNN1,1
DSEL,PPIH,0
SLC5A12,REV3L,0
LIPH,KCNH4,0
BMP6,PPIF,0
ADAP1,SSTR5,0
ESAM,MAN1A2,0
RHOU,TTLL11,0
NPBWR2,HTR2A,1
PLXNA1,EVI5,1
LHX1,PITX2,1
PMF1,RUNX2,0
IL1B,NFKBIA,1
DLST,NRF1,1
IL1A,MNAT1,1
TUBA1C,LYPLA2,0
OR11H4,AK6,0
SCN8A,HTRA4,0
CIB1,PTPRF,1
KPNA5,APOB,0
AGER,PLA2G2E,1
MED6,MAML2,1
ING2,UBE2V1,1
FRK,ATF3,0
LCN2,BRD7,0
CLPTM1,DUSP22,1
OPTC,FBXO15,0
POGZ,KRTAP20-1,0
STK10,OR10H4,0
PITPNA,COL18A1,1
IL21,B4GALT1,0
PLA2G12A,SPAG11B,0
STIM2,RPGRIP1L,0
ZDHHC20,FBN1,0
CYBB,BCAT1,0
CLEC3A,CRISPLD2,0
GPR45,ADORA2B,1
OR2T12,PCSK9,0
SIRPG,RBBP4,1
ACTR3,CXCR3,1
MRPL21,LILRA2,0
PCDHA4,SEMA5A,1
TAC3,TACR3,1
MUTYH,SLC2A12,0
GNA12,MLNR,1
GMDS,GPR32,0
FDXR,XKR8,0
TOR1B,IRF7,0
FRK,RARRES1,1
PHLPP2,MYO9A,0
PLD4,SPAG11B,0
NDUFS3,MIP,0
COG5,SRSF11,0
FCHO1,SLC2A12,0
WFIKKN2,TRIM32,0
GPR35,GPSM2,1
DHCR24,PHF20,0
TRAPPC6B,RPTOR,0
COMP,BRAF,1
OR6B3,SHPK,0
TCF19,CDC16,1
MSL3,BMP1,1
HBE1,DDIAS,0
ACOT9,IRF2,0
TRAPPC5,AP2A1,0
CYP26C1,MPP3,0
LAMC1,SLC7A6,1
CHST4,SIRPG,1
GPR35,TBXA2R,1
POLR2D,GREM1,0
KRTAP21-3,BIN2,0
APC,TMC8,0
EGR3,C14orf166,0
ABCB1,RPS6KC1,0
CD84,IL32,1
COX17,RUNX1T1,1
GAB1,KLF10,1
TSPAN32,EFNB3,1
ELF5,KANK2,0
MCM3,CARD10,0
ERN2,PRKCE,1
CNGB1,RP2,1
GCLM,SOD2,1
DES,TMEM230,0
CTSK,MMP3,1
CEP68,VTI1B,0
NFRKB,CCL23,1
DGCR6,LY6D,1
CEACAM8,IL7R,1
CYSLTR1,NUDT1,0
DTYMK,ATR,1
IFITM2,CCL21,1
KIR2DL3,VIPR1,1
COPA,CSPG5,0
ABLIM1,OPN1SW,1
ITGA11,PPP1R12B,0
LYPD5,MIF,0
KCNA3,HIBCH,0
MME,GLIPR2,0
CASP4,GPHB5,0
OR2T3,SGMS2,0
POLR3D,SRPK1,1
NDP,PTGIR,1
NPY,CDC27,1
CCR6,CD5L,1
KIF1BP,GTF2F2,0
AEBP1,MAPK12,1
APC,ITGAM,1
ATXN7,NKX6-3,0
LMO1,RAF1,1
NCOA7,ST6GALNAC2,0
ADRA2A,CCL5,1
CAP2,TYRO3,0
PCSK2,ASH1L,1
CTPS2,FLRT1,0
JSRP1,NANOGP8,0
CEACAM8,SMAD6,0
GREM1,CBLN1,1
F10,GGCX,1
CDKN2C,NF2,1
MICU2,FURIN,0
CEBPB,LY75,1
STK38,IRF2BPL,0
CYC1,DHRS2,0
CD96,FTH1,1
DLC1,BARD1,0
KISS1,CD300A,0
SCRIB,AHCY,0
AWAT2,DDIT3,0
DDC,KLF2,0
SCTR,C5,1
FLRT3,IFIT3,0
CD300C,KCNF1,0
CSE1L,NPAS1,0
MYO7A,TECTA,1
MATK,PGF,1
FAAP20,CARNS1,0
LYPD4,GCSH,0
HSPA9,CA14,0
DTYMK,ZFP36L2,1
EFNB2,FGFBP1,1
ADORA2B,S1PR1,1
GRAP,TWF2,0
PDCD7,CHST14,0
CHMP4A,GUCA1B,0
CHRNA4,FEZ2,1
PAX9,KIF24,0
CCL26,ACKR4,1
PPP1R17,FYB,1
CEACAM4,DNAJA3,0
ZP1,HELQ,0
ACTR1A,RAB1A,1
ATP10D,PDCD11,0
NPY,PLK1,1
ELK3,SLC35G1,0
TNS2,RGS12,0
GABRR1,PDE7B,1
ECD,TARDBP,1
OR6Y1,SEMA4F,0
PCGF6,TIMELESS,1
EIF4EBP2,PROCR,0
DNM1L,F2R,1
GBX2,FCHO2,0
SOX18,CREG1,1
GJB1,MYLIP,1
COPG2,ATP8A2,0
ALCAM,CCL5,1
TACSTD2,TGFBI,1
NXF5,EME1,0
CHUK,TFPI,0
NFAT5,GTF2B,1
PSMB10,KIF1BP,0
VTI1B,RP1,0
FGF13,PAFAH1B3,1
KIF17,MRPL3,0
GDF10,FOXH1,1
ANKLE1,UGT1A9,0
HAS1,LY6D,1
EN2,LEFTY2,1
KCNA3,KCNAB3,1
ANAPC13,ARHGAP36,0
MFGE8,ROBO1,1
LILRA2,WAS,1
TNRC6B,ALDH18A1,0
DPYSL4,CACNA1A,1
UBE2V1,PCGF6,1
XKR8,COMMD1,0
ZDHHC1,MAP3K11,0
PPP2R1A,TLR2,1
DCX,SOX8,1
NMNAT3,IGLC7,0
KCNG1,SNX5,0
HUS1,RECQL,1
EGR4,CCL14,1
OR6C74,RAPGEF3,0
CDH12,SKP1,0
RABGAP1,MIR21,0
GPR89B,UBE2N,1
HBA1,JAKMIP1,0
CCL18,CXCL11,1
TMEM126B,PTF1A,0
FCGR2B,ATP6V0A2,1
CHM,COL11A1,1
SP4,CREG1,1
OR5K4,OR3A1,0
SERPINF1,MPHOSPH10,0
GAS6,EVI5,1
KHK,TNFRSF11B,0
LHX6,ADGRG1,1
STAB1,SLC6A9,0
MTMR12,EID2B,0
GRB2,CGB7,1
OR14I1,KRT71,0
FBXW11,MFAP4,0
PRKD1,CCKBR,1
TAF1L,NEUROG1,1
IL4,HDAC9,1
E2F1,RAB8B,0
CD200,OR4K17,0
LIF,CHST2,1
PRL,SIPA1,1
PDE3A,NR2F2,1
QSOX1,BTG2,1
SLC6A1,FGFR1OP,0
GALNT18,SNX10,0
CHST4,CDHR2,1
CSN3,OR4F4,0
CRHR1,AKAP12,1
GPR42,PYY,1
NAIP,SEMA5A,1
FKTN,ATXN3,1
KLK14,IDH3A,0
FGD4,GCSH,0
DEAF1,POU6F2,1
TRAF3,TRADD,1
LDLR,CPNE6,1
HLA-DOA,U2AF2,0
RAPGEFL1,FZD9,1
DHDH,ST3GAL5,1
PCDH1,SHOX2,1
UBE2D2,ETS1,0
KPNA6,MCIDAS,0
SPAG11B,MARCH8,0
CSPG5,PAFAH1B3,1
CDKN1A,CLCN6,0
FABP4,TRIM9,0
AK5,GAP43,0
GAS1,CDK10,1
TTC7B,WDR81,0
HOXD13,NFATC1,1
NLGN3,VCL,1
GSS,CRIM1,1
HDAC5,ACPP,1
ADRA2C,ADRB2,1
ZNF256,ARVCF,1
NTAN1,CSRP2BP,0
DLG1,WNT1,1
RRH,RABGGTB,1
TCIRG1,DCDC2,1
MNT,TRIP4,1
HRAS,STC2,1
GAP43,INO80C,0
ABCB1,SLC25A12,1
BBS7,NAALAD2,0
MAT2A,FGFR2,0
LAMB3,SDCCAG8,0
POP7,GPR139,0
CANT1,NDFIP2,1
ZMYND11,HEPACAM2,0
OR7A5,PRKAG1,1
CHRM5,NANOG,1
MERTK,OR1J1,0
KRTAP9-6,MLC1,0
TNFRSF11A,FGF16,1
CCL26,HLA-DRB3,1
IL17A,TNFSF8,1
KAT2A,FOXN1,1
EVC,RPS6KA3,1
RBM3,KLB,0
TP53BP2,HRK,1
SUPT16H,HMGA1,1
C12orf57,DUSP7,0
IL10RB,S1PR4,1
TNFRSF4,CST7,1
KDM4C,PSMB8,0
PABPN1,CACNA1H,1
DRD4,LPAR3,1
TSHR,GDF15,1
DYNLL2,TNIP2,0
UMOD,BAP1,1
TMCC1,TOM1L2,0
IGKV1-16,OR5P3,0
CYP24A1,SUPT5H,0
MMP19,ADORA2B,0
XIAP,HSPA9,1
SCRG1,WFS1,1
CHRM4,DUSP22,1
WDR60,GBP5,0
RABGGTA,BEST1,1
CHRNA5,CPNE6,1
GLRA2,STAG3,0
KCNN1,MMP15,0
GJA4,B3GNT8,0
LCN12,SLC16A8,0
CCR8,ARVCF,1
ALDH9A1,SDHA,1
CTSB,LAMB1,0
SLC24A2,CELA3B,0
GCNT2,PDCD1,1
RLF,OR51A7,0
OPTN,PBLD,0
GLMN,NR2F2,0
FAM150B,WDR3,0
TENM1,AIF1,1
SGPP2,DRD4,0
OR51B5,IGKV1-16,0
MAPK12,TAZ,1
KCNJ12,SCN5A,1
GEN1,IL34,0
FAAH,POLR1D,0
EID1,CERS6,0
SNAPC5,TEK,0
SLC31A2,NUDT16,0
MIR125B2,PDC,0
KRTAP2-4,ADARB1,0
SH2B3,OGG1,0
OR13F1,SLC25A13,0
BUB1B,NANOG,1
NCF4,BLVRA,1
ATG4A,HGFAC,1
TFPT,MST1R,0
NAP1L1,TBX3,1
CDK13,DLK1,1
MARCH2,TICAM2,0
LGALS8,PDHA1,0
NFKB1,CCL2,1
TNIP1,LILRB3,1
NPBWR2,FFAR2,1
STX6,PPP1CC,0
TAAR9,GPSM2,1
EP300,NFKBIA,1
CHRNA3,MTPAP,0
ETS2,NXF2,0
DUS2,TADA1,0
MDGA1,RAB2A,0
ARHGDIB,LAX1,1
VNN2,CNPY3,0
CERS3,NIT2,0
KCNC4,CA13,0
DPYSL5,CBLN1,1
MYL12B,SRRM1,0
SPTBN5,IL4I1,0
PAWR,MAP1S,1
HTR1E,LRP12,0
MEN1,PDS5B,0
TSSK4,UFC1,0
VMA21,TPTE,0
CUTA,OR4N4,0
OXA1L,NOX4,1
UTP11,VEGFA,1
AK8,HRG,0
DUOX2,CCL19,1
G0S2,DHRSX,0
CLK1,MPL,1
IFIT2,TRIM40,0
METAP1D,PCID2,0
FGF12,AREG,1
CCR7,CXCR3,1
CMKLR1,CCL5,1
FBXO45,CFHR1,0
ALG3,TMUB1,0
DEFA6,USB1,0
SMNDC1,BAK1,1
HMGB1,LIG3,1
CLEC16A,HEXIM1,0
NPAS1,PAX6,1
NMU,LIMA1,0
OR5B2,RPA4,0
RASGRP4,FGF20,1
OR2T3,SNTG2,0
SYF2,BCL9,0
GMFB,POU4F2,1
NKX2-5,SMUG1,0
SIRPB1,TDP2,1
TMEM179B,TMEM216,0
SRCAP,SMARCA5,1
POLR2C,NKX3-2,1
MYO6,TIRAP,0
TRPV4,GCM2,1
IGLV3-19,IWS1,0
SRGAP2,GCH1,0
EFNB3,INHA,0
FXN,HTR1E,1
ORM1,HDAC9,1
SPRY2,ITGAX,1
MIR301B,MUC16,0
SGK2,STK17B,1
PIM1,PLK1,1
FTH1,PPARD,1
MMAB,EXOC5,0
CNGB3,RBP3,1
INSIG1,CRTAP,0
TNNT2,AGPAT2,0
GNAO1,KCNE2,1
GATA3,APEX1,1
SKA3,PLOD1,0
GPR75,MLNR,1
SLC18A1,PDPN,0
GPR19,TAS2R1,1
FNIP2,GRIN3A,0
CCT8,SLC48A1,0
ADAMTS1,FGFBP1,1
OR6B2,ACACB,0
NR2E3,HSF2,1
NUP62,WARS,1
SPRTN,MGAT4B,0
DRG1,RARG,1
NNT,HOXD13,0
CCL21,EPHA2,0
ELF3,TRIM24,1
ADORA2B,PAK1,1
ITGAX,ACTN2,1
TPX2,TGFBI,1
STAC3,MRPL13,0
PDE6B,DHRS3,1
PSPN,ADAM23,1
PLET1,SASH1,0
GTF2F2,MED27,1
GADL1,PLB1,0
DYNC1LI2,ODAM,0
IFT52,HOXB1,0
PLD2,PHLPP2,0
PITX3,KRTAP12-2,0
DCTN1,MYBPC3,0
SOX11,SERF1A,1
PAX3,RREB1,1
NPY,OR14A2,0
KIF15,TSPY1,1
MRPS27,DUSP15,0
ADAMTS12,MPHOSPH10,0
SEMA4F,PCDHA11,1
LIF,BTC,1
NFIL3,POLR2D,1
FDX1,EPB41L2,0
CDS1,MGLL,1
CCL26,IFNA4,0
EML2,ARR3,1
NEURL1,FEZ2,1
MAEA,IAPP,1
TLR6,RIMKLA,0
CYB5R3,ADCY5,0
MIR126,CSN2,0
PLCD1,AHCTF1,0
BCL2L1,BNIP2,1
OR2G6,IL7R,0
CCR3,UMOD,1
CLEC3A,DLX5,1
TMED1,INSL3,1
CIB2,DCAF13,0
NPY,PIM1,1
ACTR2,TMC6,0
MZT1,ANAPC13,0
ETFDH,SPRN,0
NADK2,KDM1B,0
DHX15,SFPQ,1
PTPRU,SSPN,1
METTL21C,CAND1,0
CPSF3L,SLC10A6,0
MBD3,XIRP1,0
TSC22D3,TRERF1,0
COL11A1,EYA3,1
FURIN,PCSK2,1
GPX4,IMP3,0
OSCAR,FSHR,0
TFCP2L1,CLOCK,1
ICAM4,CCDC39,0
PCDHB6,GGCX,0
GATA6,SRI,1
GALNT1,EXOSC10,0
NUP62,MPL,1
GRAP,MLN,1
LSP1,C5AR1,1
RTKN,CDK3,0
GSS,SCN8A,1
VTI1B,CPNE6,1
IRF4,DNAJC19,0
GLRA1,DOC2A,1
GATA3,PSG8,1
CYB5A,IRF7,0
ARPC3,LMOD2,0
SACM1L,PAIP2B,0
FSCN2,SALL1,1
SERPINA4,CADM1,0
MPL,REG1B,1
PITPNA,ATXN7,1
FXN,CBLN1,1
ADORA2B,AQP9,1
CCR3,SAA1,1
MCRS1,DBF4,1
RCAN1,DCLK1,1
ERAP2,STAB1,0
PLN,OR51B5,0
ATF6,HCFC2,1
GNG11,MLLT6,0
PAH,ATXN3,0
TCERG1,CCNT1,1
ALDH1B1,RACK1,0
PAX1,UFD1L,1
MAN1B1,KDM5A,0
DTYMK,RBBP7,1
MXD4,HOXD13,0
TPM1,VIM,1
KCNA1,CUX2,0
STX2,SYK,1
FMO1,AMPD3,0
CCR6,GBX2,1
CDY1B,IGLV2-8,0
FGF2,PCDHAC2,1
NSMCE2,NF2,0
ASB6,MRPL18,0
POMT1,SLC2A4,1
MAEA,TAS2R14,0
PSG8,PTPRCAP,1
SKAP2,SLC7A6,1
FGF17,CXCL14,1
ATXN3,NDP,1
KRT25,CDC42SE1,0
TTBK2,DAPK3,0
WAS,STK16,1
SLC29A1,ITGAM,0
PROM2,POLR3D,0
MIRLET7I,KCNK18,0
CHRNA4,ALK,1
EIF2AK2,BTG2,1
SGPP2,HP,0
CRYAB,SLC6A8,1
LIPM,RYBP,0
HTATIP2,PPP1R13B,1
SLITRK1,NRDC,0
OSTM1,COPS8,0
ATG4A,SHFM1,1
SIX2,MCAM,1
MCM3,AK5,0
SYF2,RRM2B,0
HADHA,OR5I1,0
FFAR1,HTR5A,1
MBP,TNFRSF14,1
UBE2D1,UBE2D2,1
PAX5,SUFU,1
GRIN2B,PCDHB3,1
CCR3,IL10RB,1
MTIF2,NFIA,0
LEFTY2,TGIF1,1
PGC,VIPR1,1
NR5A1,SIRPG,1
ALDH1A1,STS,0
L1CAM,LSAMP,1
CCL24,FOSL1,1
PDF,SSR1,1
GPR37,NUDT15,0
GBAS,PRKAA2,0
CNTFR,PCDHA10,1
KCNJ3,KCNAB3,1
VHL,DRD1,0
GART,ZDHHC15,0
CHD4,TCEB1,1
CRTC1,PIK3IP1,0
GJB5,RGL1,0
SLC22A9,NSMCE2,0
CDKN2C,CHEK1,1
TPM3,VCL,1
SESN1,SSTR3,1
MGAT4B,SLC25A17,0
MRPS25,INO80C,0
PQBP1,RBAK,1
KCNJ10,KCNE2,1
COPS4,OR1I1,0
SEPT5,SEPT4,1
SCN7A,PIH1D3,0
CADM2,FBXO45,0
CACNG2,ZBTB49,0
KDM6B,PMEL,0
KCNK15,EFNB3,0
CUTA,ANKLE1,0
GLRA2,GRP,1
NEBL,RPS14,0
CYP24A1,SDHB,0
CYP3A4,MGST3,1
SIRPB1,ARHGAP36,0
UBXN8,ADAM20,1
TUBB4B,CD9,1
CTRL,AKR1C1,1
TIMM8A,PCDHA4,1
EN2,RARG,1
SFRP1,HDAC3,1
DDIT4,HTR6,0
GPLD1,MED8,0
PDCD1,NELFA,1
KCNA3,KCNJ2,1
CYP3A4,RBP3,1
GJB2,SLC33A1,1
IL1A,CCL21,1
APLNR,GPR50,1
SLC31A1,SNRNP35,0
M6PR,PPT1,1
BORCS5,PKP2,0
ESR1,SPOCK3,0
PLA2G4E,LALBA,0
CD96,LY75,1
SLC4A2,EFEMP1,0
ASB7,MUC12,0
NALCN,TREX2,0
CENPC,FCGR2A,0
CAMKK2,MYO3A,1
AANAT,SYF2,0
ARPC1B,ITGAL,1
PILRA,ALOX15B,0
HTN1,MLYCD,0
BCL2L10,SPANXA1,1
GCAT,ACTA2,0
DEFB103A,MIR210,0
MAP4K2,NEBL,0
RDH8,ROM1,1
PEG10,GPR173,0
OR52B2,UGGT1,0
TAAR6,AKAP12,1
ATF6,DNAJB2,1
AKAP1,CLPX,0
C1orf106,FMR1,0
CCNK,CDC25A,1
TREX1,TDGF1P3,0
MMP7,GPR1,0
PGR,HOGA1,0
TAF1L,MYCN,1
NHLH2,NCKAP1L,0
FBN1,TGFB2,1
CORIN,GATA3,1
ELFN2,MIR1290,0
TRDMT1,FOXJ1,0
AGER,IL10RB,1
SLC26A3,KCNJ5,0
ACE,CASP3,1
SMARCA2,SMARCE1,1
GJD3,KCNIP1,0
